level_1,level_2,level_3,level_4,level_5,description
Adaptive Functioning and Life Skills,Financial Management,Money Handling,,,The ability to effectively interact with service providers and maintain necessary documentation
Adaptive Functioning and Life Skills,Financial Management,Money Handling,Currency Recognition,,The ability to recognize and respond appropriately to potential dangers and maintain personal safety in various environments
Adaptive Functioning and Life Skills,Financial Management,Money Handling,Transaction Processing,,The ability to identify and understand potential hazards and dangerous situations
Adaptive Functioning and Life Skills,Financial Management,Money Handling,Payment Methods,,The ability to identify and respond to physical dangers in various settings
Adaptive Functioning and Life Skills,Financial Management,Budgeting,,,The ability to recognize and respond to potentially unsafe social situations
Adaptive Functioning and Life Skills,Financial Management,Budgeting,Income Management,,The ability to identify situations that could compromise physical health and well-being
Adaptive Functioning and Life Skills,Financial Management,Budgeting,Expense Tracking,,The ability to respond appropriately to emergency situations and seek help when needed
Adaptive Functioning and Life Skills,Financial Management,Budgeting,Financial Planning,,The ability to follow established emergency procedures and protocols
Adaptive Functioning and Life Skills,Problem-Solving Skills,,,,The ability to identify when and how to seek appropriate assistance in emergency situations
Adaptive Functioning and Life Skills,Problem-Solving Skills,Problem Identification,,,The ability to perform basic emergency response actions such as calling emergency services
Adaptive Functioning and Life Skills,Problem-Solving Skills,Problem Identification,Situation Assessment,,"The ability to plan, organize, and execute activities within appropriate timeframes and meet scheduling demands"
Adaptive Functioning and Life Skills,Problem-Solving Skills,Problem Identification,Problem Analysis,,The ability to create and maintain daily and weekly schedules
Adaptive Functioning and Life Skills,Problem-Solving Skills,Problem Identification,Impact Evaluation,,The ability to track and organize appointments and commitments using calendars
Adaptive Functioning and Life Skills,Problem-Solving Skills,Solution Generation,,,The ability to establish and maintain regular daily routines
Adaptive Functioning and Life Skills,Problem-Solving Skills,Solution Generation,Creative Thinking,,The ability to modify plans and schedules in response to changes or unexpected events
Adaptive Functioning and Life Skills,Problem-Solving Skills,Solution Generation,Alternative Consideration,,"The ability to organize tasks by importance and urgency, and allocate time accordingly"
Adaptive Functioning and Life Skills,Problem-Solving Skills,Solution Generation,Resource Identification,,The ability to evaluate tasks based on importance and time requirements
Adaptive Functioning and Life Skills,Problem-Solving Skills,Decision Implementation,,,The ability to assign appropriate amounts of time for different tasks
Adaptive Functioning and Life Skills,Problem-Solving Skills,Decision Implementation,Solution Selection,,The ability to complete tasks within specified timeframes
Adaptive Functioning and Life Skills,Problem-Solving Skills,Decision Implementation,Action Planning,,The ability to understand meaning from others' posture and body movements
Adaptive Functioning and Life Skills,Problem-Solving Skills,Decision Implementation,Outcome Monitoring,,"The ability to understand and manage monetary resources, including budgeting, spending, and basic financial decision-making"
Motivation and Goal-Directed Behavior,,,,,The ability to understand currency values and perform basic monetary transactions
Motivation and Goal-Directed Behavior,Intrinsic Motivation,,,,The ability to identify and understand different denominations of money
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Interest-Based Motivation,,,The ability to complete purchases and handle change accurately
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Interest-Based Motivation,Exploratory Drive,,The ability to use different forms of payment appropriately
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Interest-Based Motivation,Exploratory Drive,Novelty Seeking,"The ability to plan and track income and expenses, and make appropriate financial decisions"
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Interest-Based Motivation,Exploratory Drive,Information Seeking,The ability to handle and store food according to safety guidelines
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Interest-Based Motivation,Sustained Interest,,The ability to track and manage incoming money from various sources
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Interest-Based Motivation,Sustained Interest,Focus Duration,The ability to monitor and record spending across different categories
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Interest-Based Motivation,Sustained Interest,Interest Stability,The ability to plan for future expenses and save money appropriately
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Mastery Motivation,,,"The ability to identify challenges, generate solutions, and implement effective strategies in daily life situations"
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Mastery Motivation,Challenge Seeking,,The ability to recognize and define problems in daily life situations
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Mastery Motivation,Learning Orientation,,The ability to analyze and understand problematic situations
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Value-Based Motivation,,,The ability to break down complex problems into manageable components
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Value-Based Motivation,Personal Values Integration,,The ability to understand the consequences of problems and their potential solutions
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Value-Based Motivation,Meaningful Goal Pursuit,,The ability to generate multiple possible solutions to identified problems
Motivation and Goal-Directed Behavior,Extrinsic Motivation,,,,The ability to generate novel approaches to solving problems
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Social Recognition,,,The ability to identify multiple potential solutions to a problem
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Social Recognition,Peer Approval Seeking,,The ability to identify available resources and tools for problem-solving
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Social Recognition,Authority Recognition Seeking,,The ability to select and carry out appropriate solutions to problems
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Tangible Rewards,,,The ability to choose the most appropriate solution from available options
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Tangible Rewards,Material Reward Sensitivity,,The ability to develop step-by-step plans for implementing solutions
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Tangible Rewards,Achievement Recognition,,The ability to evaluate the effectiveness of implemented solutions
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Consequence Avoidance,,,"The ability to initiate and sustain goal-directed behavior, including intrinsic and extrinsic motivation, reward processing, and perseverance in pursuing objectives."
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Consequence Avoidance,Punishment Sensitivity,,"Internal drive and desire to engage in activities for personal satisfaction, interest, or enjoyment rather than external rewards."
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Consequence Avoidance,Risk Assessment,,Engagement driven by personal curiosity and genuine interest in specific activities or topics.
Motivation and Goal-Directed Behavior,Goal Setting,,,,Natural inclination to seek out and engage with new experiences or information.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Planning,,,Tendency to pursue and engage with new or unfamiliar experiences.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Planning,Task Analysis,,Drive to acquire new knowledge and understanding.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Planning,Timeline Development,,Ability to maintain engagement with preferred activities over time.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Prioritization,,,Length of time maintaining active engagement in interested activities.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Prioritization,Value Assessment,,Consistency in maintaining interests across different contexts and time periods.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Prioritization,Resource Allocation,,The ability to maintain an optimal state of readiness to respond to relevant stimuli over time.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Adjustment,,,Drive to improve skills and achieve competence for personal growth and satisfaction.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Adjustment,Feedback Integration,,Willingness to engage in increasingly difficult tasks for skill development.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Adjustment,Adaptability,,Focus on skill acquisition and improvement rather than performance outcomes.
Motivation and Goal-Directed Behavior,Goal Pursuit,,,,Engagement based on alignment with personal values and beliefs.
Motivation and Goal-Directed Behavior,Goal Pursuit,Initiative,,,Degree to which actions align with core personal beliefs and principles.
Motivation and Goal-Directed Behavior,Goal Pursuit,Initiative,Self-Starting,,Engagement in activities that contribute to personally meaningful outcomes.
Motivation and Goal-Directed Behavior,Goal Pursuit,Initiative,Action Planning,,The ability to understand meaning from others' posture and body movements
Motivation and Goal-Directed Behavior,Goal Pursuit,Persistence,,,The ability to interpret and respond to non-verbal social and emotional signals from others
Motivation and Goal-Directed Behavior,Goal Pursuit,Persistence,Effort Maintenance,,"Engagement in activities driven by external factors such as rewards, recognition, or consequences."
Motivation and Goal-Directed Behavior,Goal Pursuit,Persistence,Resilience,,The ability to incorporate emotional experiences into personal learning and growth.
Motivation and Goal-Directed Behavior,Goal Pursuit,Progress Monitoring,,,"Motivation driven by desire for appreciation, praise, or acknowledgment from others."
Motivation and Goal-Directed Behavior,Goal Pursuit,Progress Monitoring,Self-Assessment,,Drive to gain acceptance and recognition from peers.
Motivation and Goal-Directed Behavior,Goal Pursuit,Progress Monitoring,Strategy Adjustment,,The ability to assess the effectiveness of current emotional regulation strategies.
Motivation and Goal-Directed Behavior,Reward Processing,,,,Motivation to obtain approval from authority figures.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Anticipation,,,Motivation based on receiving concrete rewards or incentives.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Anticipation,Reward Prediction,,Degree of responsiveness to physical or material incentives.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Anticipation,Motivational Salience,,Motivation driven by formal acknowledgment of accomplishments.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Response,,,Motivation driven by desire to avoid negative outcomes or punishments.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Response,Hedonic Response,,Degree of responsiveness to potential negative consequences.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Response,Reward Learning,,Ability to evaluate and respond to potential negative outcomes.
Motivation and Goal-Directed Behavior,Reward Processing,Delayed Gratification,,,"The ability to establish meaningful and realistic objectives, both short-term and long-term."
Motivation and Goal-Directed Behavior,Reward Processing,Delayed Gratification,Impulse Control,,The ability to suppress or moderate immediate emotional reactions when necessary.
Motivation and Goal-Directed Behavior,Reward Processing,Delayed Gratification,Future Value Assessment,,Ability to break down objectives into manageable steps and create action plans.
Self-Concept and Identity,,,,,Capacity to break down complex goals into component tasks.
Self-Concept and Identity,Self-Awareness,,,,Ability to create realistic schedules for goal completion.
Self-Concept and Identity,Self-Awareness,Emotional Self-Awareness,,,Capacity to determine importance and sequence of multiple goals.
Self-Concept and Identity,Self-Awareness,Emotional Self-Awareness,Emotion Recognition,,The ability to identify and label different emotional states as they occur.
Self-Concept and Identity,Self-Awareness,Emotional Self-Awareness,Emotional Pattern Recognition,,Ability to evaluate relative importance of different goals.
Self-Concept and Identity,Self-Awareness,Emotional Self-Awareness,Emotional Impact Awareness,,Capacity to distribute time and effort effectively across goals.
Self-Concept and Identity,Self-Awareness,Cognitive Self-Awareness,,,Flexibility in modifying goals based on feedback and changing circumstances.
Self-Concept and Identity,Self-Awareness,Cognitive Self-Awareness,Thought Process Monitoring,,Ability to incorporate feedback into goal modifications.
Self-Concept and Identity,Self-Awareness,Cognitive Self-Awareness,Learning Style Awareness,,Capacity to adjust goals in response to changing circumstances.
Self-Concept and Identity,Self-Awareness,Cognitive Self-Awareness,Cognitive State Recognition,,"The capacity to plan, initiate, and maintain effort toward achieving established goals, including strategy use and persistence."
Self-Concept and Identity,Self-Awareness,Physical Self-Awareness,,,Ability to begin tasks and take action toward goals independently.
Self-Concept and Identity,Self-Awareness,Physical Self-Awareness,Body State Awareness,,Capacity to initiate actions without external prompting.
Self-Concept and Identity,Self-Awareness,Physical Self-Awareness,Movement Awareness,,Ability to develop concrete steps for goal initiation.
Self-Concept and Identity,Self-Awareness,Physical Self-Awareness,Physical Needs Recognition,,Capacity to maintain effort and focus despite challenges or setbacks.
Self-Concept and Identity,Personal Identity,,,,Ability to sustain consistent effort levels over time.
Self-Concept and Identity,Personal Identity,Value System,,,Capacity to recover and continue after encountering obstacles.
Self-Concept and Identity,Personal Identity,Value System,Moral Principles,,Ability to track advancement toward goals and adjust strategies as needed.
Self-Concept and Identity,Personal Identity,Value System,Moral Principles,Ethical Decision-Making,Capacity to evaluate own performance and progress accurately.
Self-Concept and Identity,Personal Identity,Value System,Moral Principles,Moral Consistency,Ability to modify approaches based on progress evaluation.
Self-Concept and Identity,Personal Identity,Value System,Moral Principles,Moral Reasoning,"The ability to anticipate, experience, and learn from rewards, including reward sensitivity and delay of gratification."
Self-Concept and Identity,Personal Identity,Value System,Personal Standards,,Ability to foresee and be motivated by potential future rewards.
Self-Concept and Identity,Personal Identity,Value System,Value Prioritization,,Accuracy in estimating likelihood and value of potential rewards.
Self-Concept and Identity,Personal Identity,Life Story Integration,,,Degree to which anticipated rewards influence current behavior.
Self-Concept and Identity,Personal Identity,Life Story Integration,Autobiographical Memory,,Memory for personal life events and experiences across one's lifetime.
Self-Concept and Identity,Personal Identity,Life Story Integration,Autobiographical Memory,Memory Accuracy,Emotional and behavioral reactions to receiving rewards.
Self-Concept and Identity,Personal Identity,Life Story Integration,Autobiographical Memory,Memory Integration,Capacity to experience pleasure from rewards.
Self-Concept and Identity,Personal Identity,Life Story Integration,Autobiographical Memory,Emotional Memory,Ability to modify behavior based on reward experiences.
Self-Concept and Identity,Personal Identity,Life Story Integration,Personal Growth Recognition,,Ability to postpone immediate rewards for larger future benefits.
Self-Concept and Identity,Personal Identity,Life Story Integration,Life Narrative Coherence,,Ability to resist immediate reward temptations.
Self-Concept and Identity,Personal Identity,Personal Traits Recognition,,,Capacity to evaluate and prioritize delayed rewards.
Self-Concept and Identity,Personal Identity,Personal Traits Recognition,Personality Awareness,,"The overall understanding, perception, and evaluation of oneself, including personal characteristics, abilities, and roles across different contexts and over time."
Self-Concept and Identity,Personal Identity,Personal Traits Recognition,Strength Identification,,"The ability to recognize and understand one's own thoughts, emotions, behaviors, and characteristics."
Self-Concept and Identity,Personal Identity,Personal Traits Recognition,Growth Area Recognition,,"The ability to identify and understand one's own emotional states, triggers, and patterns."
Self-Concept and Identity,Social Identity,,,,The ability to identify and label specific emotions as they occur.
Self-Concept and Identity,Social Identity,Cultural Identity,,,The ability to identify recurring emotional responses and their triggers.
Self-Concept and Identity,Social Identity,Cultural Identity,Cultural Value Integration,,Understanding how emotions influence behavior and decision-making.
Self-Concept and Identity,Social Identity,Cultural Identity,Cultural Practice Engagement,,"The ability to monitor and understand one's own thought processes, learning styles, and mental states."
Self-Concept and Identity,Social Identity,Cultural Identity,Cultural Background Awareness,,The ability to observe and track one's own thinking patterns and mental processes.
Self-Concept and Identity,Social Identity,Role Identity,,,Understanding of one's preferred methods of learning and processing information.
Self-Concept and Identity,Social Identity,Role Identity,Role Understanding,,"The ability to recognize different mental states such as focus, confusion, or mental fatigue."
Self-Concept and Identity,Social Identity,Role Identity,Role Integration,,"The awareness of one's own body, physical states, and sensations."
Self-Concept and Identity,Social Identity,Role Identity,Role Satisfaction,,"Recognition of physical sensations, comfort, and discomfort."
Self-Concept and Identity,Social Identity,Group Membership,,,"Consciousness of body position, movement, and physical capabilities."
Self-Concept and Identity,Social Identity,Group Membership,Group Affiliation,,"Awareness of basic physical needs such as hunger, thirst, and fatigue."
Self-Concept and Identity,Social Identity,Group Membership,Group Role Understanding,,"The sense of who one is as an individual, including personality traits, values, beliefs, and life experiences that shape one's identity."
Self-Concept and Identity,Social Identity,Group Membership,Inter-group Relations,,"Personal beliefs, moral principles, and ethical standards that guide behavior and decision-making."
Self-Concept and Identity,Self-Esteem,,,,Core ethical beliefs about right and wrong.
Self-Concept and Identity,Self-Esteem,Global Self-Worth,,,The process of applying moral principles to specific situations.
Self-Concept and Identity,Self-Esteem,Global Self-Worth,Self-Value,,The ability to maintain consistent ethical standards across different contexts.
Self-Concept and Identity,Self-Esteem,Global Self-Worth,Self-Respect,,The ability to analyze and evaluate ethical dilemmas.
Self-Concept and Identity,Self-Esteem,Global Self-Worth,Self-Confidence,,Individual behavioral and achievement expectations for oneself.
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,,,The ability to identify and prioritize personal values in decision-making.
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Academic Self-Esteem,,The ability to integrate past experiences and memories into a coherent narrative of self.
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Social Self-Esteem,,The ability to recall and organize personal life experiences.
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Physical Self-Esteem,,The ability to recall events with factual precision.
Self-Concept and Identity,Self-Esteem,Self-Acceptance,,,The ability to connect and synthesize different memories into meaningful patterns.
Self-Concept and Identity,Self-Esteem,Self-Acceptance,Strength Acceptance,,The ability to recall and process the emotional aspects of past experiences.
Self-Concept and Identity,Self-Esteem,Self-Acceptance,Limitation Acceptance,,Understanding how past experiences have contributed to personal development.
Self-Concept and Identity,Self-Esteem,Self-Acceptance,Growth Mindset,,The ability to maintain a consistent and meaningful life story.
Self-Concept and Identity,Self-Efficacy,,,,"Understanding of one's own personality characteristics, strengths, and areas for growth."
Self-Concept and Identity,Self-Efficacy,Task-Related Self-Efficacy,,,Recognition of stable personality traits and behavioral tendencies.
Self-Concept and Identity,Self-Efficacy,Task-Related Self-Efficacy,Learning Self-Efficacy,,The ability to recognize and understand personal capabilities and talents.
Self-Concept and Identity,Self-Efficacy,Task-Related Self-Efficacy,Performance Self-Efficacy,,Awareness of personal limitations and areas for improvement.
Self-Concept and Identity,Self-Efficacy,Task-Related Self-Efficacy,Problem-Solving Self-Efficacy,,"Understanding of oneself in relation to various social groups, roles, and cultural contexts."
Self-Concept and Identity,Self-Efficacy,Social Self-Efficacy,,,"Understanding of oneself in relation to cultural background, values, and practices."
Self-Concept and Identity,Self-Efficacy,Social Self-Efficacy,Interpersonal Self-Efficacy,,The incorporation of cultural values and beliefs into personal identity.
Self-Concept and Identity,Self-Efficacy,Social Self-Efficacy,Communication Self-Efficacy,,Participation in and understanding of cultural traditions and customs.
Self-Concept and Identity,Self-Efficacy,Social Self-Efficacy,Conflict Resolution Self-Efficacy,,Understanding of one's heritage and its influence on personal development.
Self-Concept and Identity,Self-Efficacy,Emotional Self-Efficacy,,,"Recognition and integration of various social roles (e.g., family, professional, community) into self-concept."
Self-Concept and Identity,Self-Efficacy,Emotional Self-Efficacy,Emotion Management Self-Efficacy,,Comprehension of expectations and responsibilities in different social roles.
Self-Concept and Identity,Self-Efficacy,Emotional Self-Efficacy,Stress Management Self-Efficacy,,The ability to balance and manage multiple social roles.
Self-Concept and Identity,Self-Efficacy,Emotional Self-Efficacy,Recovery Self-Efficacy,,Contentment with performance and engagement in various roles.
