level_1,level_2,level_3,level_4,level_5,description
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Social Motivation,,,"The natural inclination to engage in activities based on personal interests, curiosity, and enjoyment of the activity itself."
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Social Motivation,Approval Seeking,,"The spontaneous urge to explore, learn, and understand new things or experiences."
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Social Motivation,Approval Seeking,Peer Approval,The drive to pursue and explore new experiences and information.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Social Motivation,Approval Seeking,Authority Approval,The specific drive to acquire and understand new information and concepts.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Social Motivation,Social Conformity,,The degree of pleasure and satisfaction derived from engaging in specific activities.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Social Motivation,Social Conformity,Group Alignment,The capacity to become deeply absorbed and engaged in enjoyable activities.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Social Motivation,Social Conformity,Social Standard Adherence,The ability to experience positive emotions during engaging activities.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Consequence-Based Motivation,,,"The drive to improve skills, develop competence, and achieve personal growth through challenging activities."
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Consequence-Based Motivation,Avoidance Motivation,,The tendency to pursue activities that stretch one's abilities and promote skill development.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Consequence-Based Motivation,Avoidance Motivation,Punishment Avoidance,The ability to choose tasks that are appropriately challenging for current skill level.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Consequence-Based Motivation,Avoidance Motivation,Failure Prevention,The belief that abilities can be developed through effort and learning.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Consequence-Based Motivation,Compliance Motivation,,The drive to build expertise and achieve proficiency in specific areas.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Consequence-Based Motivation,Compliance Motivation,Rule Following,The motivation to learn and develop new abilities and competencies.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Consequence-Based Motivation,Compliance Motivation,Obligation Fulfillment,The enjoyment derived from improving skills and becoming more proficient.
Motivation and Goal-Directed Behavior,Goal Setting,,,,"The motivation derived from the sense of personal choice, control, and self-determination in activities."
Motivation and Goal-Directed Behavior,Goal Setting,Goal Planning,,,The desire to make autonomous decisions and act according to personal values.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Planning,Goal Specificity,,The drive to make independent choices without external influence.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Planning,Goal Specificity,Outcome Definition,The motivation to act in alignment with personal beliefs and values.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Planning,Goal Specificity,Success Criteria,The ability to regulate and guide one's own actions without external control.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Planning,Timeline Development,,The capacity to start and drive activities independently.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Planning,Timeline Development,Milestone Planning,The ability to maintain personal standards and self-imposed rules.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Planning,Timeline Development,Time Estimation,"The tendency to engage in activities primarily for external rewards, recognition, or to avoid negative consequences."
Motivation and Goal-Directed Behavior,Goal Setting,Goal Prioritization,,,The drive to engage in activities specifically to obtain tangible rewards or recognition.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Prioritization,Value Assessment,,The motivation to pursue activities for concrete rewards or tangible benefits.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Prioritization,Value Assessment,Personal Significance,The drive to obtain short-term tangible benefits.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Prioritization,Value Assessment,Impact Evaluation,The motivation to pursue activities for future material gains.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Prioritization,Resource Allocation,,The drive to obtain acknowledgment and appreciation from others.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Prioritization,Resource Allocation,Time Management,The ability to organize and prioritize tasks within time constraints.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Prioritization,Resource Allocation,Energy Distribution,The desire to be acknowledged for accomplishments and successes.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Adaptation,,,The drive to gain social status or prestige through achievements.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Adaptation,Flexibility,,"Ability to move from one place to another through walking, running, or other means"
Motivation and Goal-Directed Behavior,Goal Setting,Goal Adaptation,Flexibility,Goal Adjustment,"The tendency to engage in activities to gain social approval, acceptance, or avoid disapproval."
Motivation and Goal-Directed Behavior,Goal Setting,Goal Adaptation,Flexibility,Alternative Development,The drive to obtain positive validation from others.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Adaptation,Reality Testing,,The motivation to gain acceptance and validation from peers.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Adaptation,Reality Testing,Situational Assessment,The drive to obtain validation from authority figures.
Motivation and Goal-Directed Behavior,Goal Setting,Goal Adaptation,Reality Testing,Capability Evaluation,The tendency to adjust behavior to meet social expectations and norms.
Motivation and Goal-Directed Behavior,Goal Pursuit,,,,The drive to behave in ways that match group standards.
Motivation and Goal-Directed Behavior,Goal Pursuit,Strategy Development,,,The motivation to follow established social rules and conventions.
Motivation and Goal-Directed Behavior,Goal Pursuit,Strategy Development,Action Planning,,The motivation to act based on avoiding negative outcomes or meeting external requirements.
Motivation and Goal-Directed Behavior,Goal Pursuit,Strategy Development,Action Planning,Task Sequencing,The drive to prevent negative outcomes or unpleasant consequences.
Motivation and Goal-Directed Behavior,Goal Pursuit,Strategy Development,Action Planning,Step Specification,The motivation to avoid negative consequences or penalties.
Motivation and Goal-Directed Behavior,Goal Pursuit,Strategy Development,Resource Management,,The ability to perform essential self-care and daily tasks required for independent living
Motivation and Goal-Directed Behavior,Goal Pursuit,Strategy Development,Resource Management,Resource Identification,The drive to avoid unsuccessful outcomes or mistakes.
Motivation and Goal-Directed Behavior,Goal Pursuit,Strategy Development,Resource Management,Resource Utilization,"The speed and efficiency of executing larger, whole-body movements."
Motivation and Goal-Directed Behavior,Goal Pursuit,Persistence,,,The tendency to act in accordance with external rules and requirements.
Motivation and Goal-Directed Behavior,Goal Pursuit,Persistence,Effort Sustainment,,The drive to adhere to established rules and regulations.
Motivation and Goal-Directed Behavior,Goal Pursuit,Persistence,Effort Sustainment,Energy Management,The motivation to meet external demands and responsibilities.
Motivation and Goal-Directed Behavior,Goal Pursuit,Persistence,Effort Sustainment,Focus Maintenance,"The ability to establish meaningful, realistic, and achievable objectives across various life domains."
Motivation and Goal-Directed Behavior,Goal Pursuit,Persistence,Setback Recovery,,"The ability to develop specific, measurable, and time-bound objectives aligned with personal values and capabilities."
Motivation and Goal-Directed Behavior,Goal Pursuit,Persistence,Setback Recovery,Resilience,The ability to define clear and concrete objectives with measurable outcomes.
Motivation and Goal-Directed Behavior,Goal Pursuit,Persistence,Setback Recovery,Problem Resolution,The ability to clearly articulate desired end results.
Motivation and Goal-Directed Behavior,Goal Pursuit,Progress Monitoring,,,The capacity to establish measurable indicators of goal achievement.
Motivation and Goal-Directed Behavior,Goal Pursuit,Progress Monitoring,Self-Assessment,,The capacity to establish realistic timeframes for goal achievement.
Motivation and Goal-Directed Behavior,Goal Pursuit,Progress Monitoring,Self-Assessment,Progress Tracking,The ability to break down long-term goals into intermediate achievements.
Motivation and Goal-Directed Behavior,Goal Pursuit,Progress Monitoring,Self-Assessment,Performance Evaluation,The capacity to assess realistic durations for goal completion.
Motivation and Goal-Directed Behavior,Goal Pursuit,Progress Monitoring,Adjustment Implementation,,The ability to effectively implement chosen behavioral regulation strategies
Motivation and Goal-Directed Behavior,Goal Pursuit,Progress Monitoring,Adjustment Implementation,Strategy Refinement,"The capacity to identify and rank goals based on importance, urgency, and available resources."
Motivation and Goal-Directed Behavior,Goal Pursuit,Progress Monitoring,Adjustment Implementation,Behavior Modification,The ability to evaluate goals based on personal values and long-term benefits.
Motivation and Goal-Directed Behavior,Reward Processing,,,,The ability to assess how well goals align with personal values.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Anticipation,,,The capacity to assess the long-term benefits of different goals.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Anticipation,Future Reward Visualization,,The capacity to distribute time and effort across multiple goals effectively.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Anticipation,Future Reward Visualization,Outcome Imagination,The ability to allocate appropriate time resources to different goals.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Anticipation,Future Reward Visualization,Emotional Forecasting,The capacity to balance effort across various goal pursuits.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Anticipation,Delayed Gratification,,The ability to modify and adjust goals in response to changing circumstances or feedback.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Anticipation,Delayed Gratification,Impulse Control,The ability to modulate and manage emotional responses in accordance with situational demands
Motivation and Goal-Directed Behavior,Reward Processing,Reward Anticipation,Delayed Gratification,Future Value Assessment,The capacity to modify goals when faced with new information or circumstances.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Response,,,The ability to revise goals based on changing conditions.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Response,Achievement Satisfaction,,The capacity to generate alternative approaches to goal achievement.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Response,Achievement Satisfaction,Success Recognition,The ability to assess goal feasibility based on current circumstances and capabilities.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Response,Achievement Satisfaction,Emotional Gratification,The ability to evaluate current conditions affecting goal pursuit.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Response,Reward Sensitivity,,The capacity to assess personal abilities in relation to goal demands.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Response,Reward Sensitivity,Reward Detection,"The capacity to develop and implement strategies, maintain effort, and persist in working toward established goals despite obstacles."
Motivation and Goal-Directed Behavior,Reward Processing,Reward Response,Reward Sensitivity,Reward Valuation,The ability to create and organize effective approaches for achieving goals.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Learning,,,The ability to break down goals into manageable steps and create detailed action plans.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Learning,Outcome Association,,The ability to organize actions in an effective order.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Learning,Outcome Association,Behavior-Reward Connection,The capacity to define concrete actions needed for goal achievement.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Learning,Outcome Association,Pattern Recognition,The ability to identify and understand recurring patterns and relationships.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Learning,Behavioral Adaptation,,The ability to consistently apply chosen strategies
Motivation and Goal-Directed Behavior,Reward Processing,Reward Learning,Behavioral Adaptation,Strategy Refinement,"The capacity to identify and rank goals based on importance, urgency, and available resources."
Motivation and Goal-Directed Behavior,Reward Processing,Reward Learning,Behavioral Adaptation,Behavior Optimization,The capacity to identify and utilize available resources effectively in pursuit of goals.
Self-Concept and Identity,,,,,The ability to recognize available tools and supports for goal achievement.
Self-Concept and Identity,Personal Identity,,,,The capacity to effectively use available resources in goal pursuit.
Self-Concept and Identity,Personal Identity,Core Values and Beliefs,,,The capacity to maintain effort and commitment towards goals in the face of challenges or setbacks.
Self-Concept and Identity,Personal Identity,Core Values and Beliefs,Moral Values,,The ability to maintain consistent effort over time despite fatigue or difficulties.
Self-Concept and Identity,Personal Identity,Core Values and Beliefs,Moral Values,Ethical Decision-Making,The ability to regulate and sustain mental and physical effort.
Self-Concept and Identity,Personal Identity,Core Values and Beliefs,Moral Values,Moral Consistency,The capacity to maintain attention and concentration on goal-related tasks.
Self-Concept and Identity,Personal Identity,Core Values and Beliefs,Moral Values,Value Prioritization,The capacity to bounce back from failures and continue pursuing goals after obstacles.
Self-Concept and Identity,Personal Identity,Core Values and Beliefs,Life Philosophy,,The ability to maintain commitment despite failures or setbacks.
Self-Concept and Identity,Personal Identity,Core Values and Beliefs,Life Philosophy,Existential Understanding,The capacity to overcome obstacles and find alternative solutions.
Self-Concept and Identity,Personal Identity,Core Values and Beliefs,Life Philosophy,Purpose Recognition,"The ability to track, evaluate, and adjust goal-directed behaviors based on progress and feedback."
Self-Concept and Identity,Personal Identity,Core Values and Beliefs,Life Philosophy,Worldview Integration,The capacity to evaluate one's own performance and progress toward goals.
Self-Concept and Identity,Personal Identity,Core Values and Beliefs,Religious/Spiritual Identity,,The ability to monitor advancement toward goal achievement.
Self-Concept and Identity,Personal Identity,Core Values and Beliefs,Religious/Spiritual Identity,Spiritual Practice,The capacity to assess the quality and effectiveness of goal-directed actions.
Self-Concept and Identity,Personal Identity,Core Values and Beliefs,Religious/Spiritual Identity,Faith Integration,The ability to modify strategies and behaviors based on progress evaluation.
Self-Concept and Identity,Personal Identity,Core Values and Beliefs,Religious/Spiritual Identity,Transcendent Connection,The capacity to improve approaches based on performance feedback.
Self-Concept and Identity,Personal Identity,Personality Expression,,,The ability to adjust actions based on progress assessment.
Self-Concept and Identity,Personal Identity,Personality Expression,Interpersonal Style,,"The ability to anticipate, experience, and learn from rewards, influencing future motivation and goal-directed behavior."
Self-Concept and Identity,Personal Identity,Personality Expression,Emotional Expression,,The ability to express emotions appropriately and effectively in different contexts
Self-Concept and Identity,Personal Identity,Personality Expression,Coping Style,,The ability to predict and look forward to potential positive outcomes of goal-directed behavior.
Self-Concept and Identity,Personal Identity,Personal Narrative,,,The capacity to mentally represent and anticipate future positive outcomes.
Self-Concept and Identity,Personal Identity,Personal Narrative,Life Story Integration,,The ability to create mental images of future rewards.
Self-Concept and Identity,Personal Identity,Personal Narrative,Autobiographical Memory,,The capacity to anticipate future positive feelings from rewards.
Self-Concept and Identity,Personal Identity,Personal Narrative,Identity Continuity,,The ability to postpone immediate rewards for larger future benefits.
Self-Concept and Identity,Social Identity,,,,The ability to resist immediate reward temptations.
Self-Concept and Identity,Social Identity,Group Membership,,,The capacity to evaluate the worth of delayed rewards.
Self-Concept and Identity,Social Identity,Group Membership,Social Group Affiliation,,The capacity to experience and process satisfaction from achieving goals or receiving rewards.
Self-Concept and Identity,Social Identity,Group Membership,Group Value Alignment,,The ability to derive pleasure and satisfaction from accomplishing goals.
Self-Concept and Identity,Social Identity,Group Membership,Intergroup Relations,,The capacity to identify and appreciate personal achievements.
Self-Concept and Identity,Social Identity,Role Identity,,,The ability to experience positive emotions from accomplishments.
Self-Concept and Identity,Social Identity,Role Identity,Role Competence,,The degree of responsiveness to different types of rewards and positive outcomes.
Self-Concept and Identity,Social Identity,Role Identity,Role Integration,,The ability to recognize various forms of rewards and positive outcomes.
Self-Concept and Identity,Social Identity,Role Identity,Role Satisfaction,,The capacity to assess the personal value of different rewards.
Self-Concept and Identity,Social Identity,Cultural Identity,,,The ability to modify future behavior based on past experiences with rewards and outcomes.
Self-Concept and Identity,Social Identity,Cultural Identity,Cultural Knowledge,,The capacity to link specific behaviors with their rewarding consequences.
Self-Concept and Identity,Social Identity,Cultural Identity,Cultural Practice,,The ability to understand relationships between actions and outcomes.
Self-Concept and Identity,Social Identity,Cultural Identity,Cultural Adaptation,,The capacity to identify successful strategies leading to rewards.
Self-Concept and Identity,Self-Evaluation,,,,The ability to adjust future actions based on previous reward experiences.
Self-Concept and Identity,Self-Evaluation,Self-Esteem,,,The capacity to improve approaches based on past reward outcomes.
Self-Concept and Identity,Self-Evaluation,Self-Esteem,Global Self-Worth,,The ability to modify actions to maximize future rewards.
Self-Concept and Identity,Self-Evaluation,Self-Esteem,Domain-Specific Self-Esteem,,"The overall understanding and perception of oneself, including personality traits, abilities, values, and one's place in the broader social context."
Self-Concept and Identity,Self-Evaluation,Self-Esteem,Conditional Self-Worth,,"One's sense of self as a unique individual, including personality traits, values, beliefs, and personal history."
Self-Concept and Identity,Self-Evaluation,Self-Efficacy,,,"Individual's fundamental principles, moral compass, and belief systems that guide behavior and decision-making."
Self-Concept and Identity,Self-Evaluation,Self-Efficacy,Task-Specific Confidence,,Personal standards of right and wrong that guide ethical decision-making and behavior.
Self-Concept and Identity,Self-Evaluation,Self-Efficacy,General Competence,,Process of applying moral principles to choices and actions.
Self-Concept and Identity,Self-Evaluation,Self-Efficacy,Learning Self-Efficacy,,Alignment between stated values and actual behavior.
Self-Concept and Identity,Self-Evaluation,Self-Awareness,,,Ability to rank and balance different moral principles in decision-making.
Self-Concept and Identity,Self-Evaluation,Self-Awareness,Emotional Self-Awareness,,"Fundamental beliefs about life's meaning, purpose, and one's place in the world."
Self-Concept and Identity,Self-Evaluation,Self-Awareness,Behavioral Self-Awareness,,Personal beliefs about the nature of existence and meaning.
Self-Concept and Identity,Self-Evaluation,Self-Awareness,Social Impact Awareness,,Identification of personal life mission and meaningful goals.
Self-Concept and Identity,Body Image and Physical Self,,,,"Coherence of beliefs about self, others, and the world."
Self-Concept and Identity,Body Image and Physical Self,Physical Appearance,,,Personal connection to and beliefs about spirituality or religious practices and traditions.
Self-Concept and Identity,Body Image and Physical Self,Physical Appearance,Appearance Satisfaction,,Engagement in religious or spiritual activities and rituals.
Self-Concept and Identity,Body Image and Physical Self,Physical Appearance,Appearance Investment,,Incorporation of religious/spiritual beliefs into daily life.
Self-Concept and Identity,Body Image and Physical Self,Physical Appearance,Body Size Perception,,Sense of connection to something greater than oneself.
Self-Concept and Identity,Body Image and Physical Self,Physical Capabilities,,,"Individual patterns of thinking, feeling, and behaving that characterize a person's unique style of interacting with the world."
Self-Concept and Identity,Body Image and Physical Self,Physical Capabilities,Physical Competence,,Characteristic patterns of relating to and interacting with others.
Self-Concept and Identity,Body Image and Physical Self,Physical Capabilities,Health Awareness,,Typical patterns of experiencing and expressing emotions.
Self-Concept and Identity,Body Image and Physical Self,Physical Capabilities,Physical Limitation Acceptance,,Characteristic ways of handling stress and challenging situations.
Self-Concept and Identity,Body Image and Physical Self,Body Acceptance,,,The ongoing story and meaning-making of one's life experiences and personal history.
Self-Concept and Identity,Body Image and Physical Self,Body Acceptance,Body Appreciation,,Ability to create coherent narrative from life experiences and integrate them into self-concept.
Self-Concept and Identity,Body Image and Physical Self,Body Acceptance,Body Functionality,,Personal memories and their role in identity formation and maintenance.
Self-Concept and Identity,Body Image and Physical Self,Body Acceptance,Body-Mind Integration,,Sense of consistency in self-concept across different experiences and life changes.
Self-Concept and Identity,Temporal Self-Concept,,,,"Understanding of oneself in relation to various social groups, roles, and cultural contexts."
Self-Concept and Identity,Temporal Self-Concept,Past Self,,,"Recognition and internalization of belonging to various social, cultural, and demographic groups."
Self-Concept and Identity,Temporal Self-Concept,Past Self,Life Transitions,,Sense of belonging and connection to specific social groups or communities.
Self-Concept and Identity,Temporal Self-Concept,Past Self,Personal Growth,,Degree of identification with and acceptance of group values and norms.
Self-Concept and Identity,Temporal Self-Concept,Past Self,Historical Continuity,,Understanding of one's position in relation to different social groups.
Self-Concept and Identity,Temporal Self-Concept,Present Self,,,"Understanding of oneself in various social roles (e.g., family, professional, community) and associated responsibilities."
Self-Concept and Identity,Temporal Self-Concept,Present Self,Current Circumstances,,Perceived ability to fulfill expectations associated with different social roles.
Self-Concept and Identity,Temporal Self-Concept,Present Self,Present-Moment Awareness,,Ability to balance and coordinate multiple social roles.
Self-Concept and Identity,Temporal Self-Concept,Present Self,Current Life Satisfaction,,Degree of fulfillment and contentment with performance in various roles.
Self-Concept and Identity,Temporal Self-Concept,Future Self,,,"Connection to and identification with cultural values, practices, and traditions."
Self-Concept and Identity,Temporal Self-Concept,Future Self,Personal Goals,,"Understanding of one's cultural heritage, traditions, and practices."
Self-Concept and Identity,Temporal Self-Concept,Future Self,Identity Development,,Engagement in and maintenance of cultural traditions and customs.
Self-Concept and Identity,Temporal Self-Concept,Future Self,Future Adaptability,,Ability to navigate between different cultural contexts and expectations.
