level_1,level_2,level_3,level_4,level_5,level_6,description
Self-Concept and Identity,Self-Efficacy,Social Self-Efficacy,Conflict Resolution Efficacy,Emotion Regulation in Conflict,,How individuals perceive their academic successes or failures and their impact on self-esteem.
Self-Concept and Identity,Self-Efficacy,Social Self-Efficacy,Empathy and Communication Efficacy,,,Belief in one's ability to succeed in academic environments.
Self-Concept and Identity,Self-Efficacy,Social Self-Efficacy,Empathy and Communication Efficacy,Active Listening Skills,,How individuals react to feedback on their academic performance and its impact on their self-esteem.
Self-Concept and Identity,Personal Beliefs and Values,,,,,Feelings of worth specifically related to social interactions and relationships.
Self-Concept and Identity,Personal Beliefs and Values,Moral Beliefs,,,,Perception of the quality and strength of friendships and how they impact self-esteem.
Self-Concept and Identity,Personal Beliefs and Values,Moral Beliefs,Moral Courage,,,The perceived availability and quality of social support from friends.
Self-Concept and Identity,Personal Beliefs and Values,Moral Beliefs,Moral Courage,Advocacy for Ethical Practices,,The process of comparing oneself to others in social contexts and its effect on self-esteem.
Self-Concept and Identity,Personal Beliefs and Values,Moral Beliefs,Moral Flexibility,,,How comparison through social media platforms affects one's self-esteem.
Self-Concept and Identity,Personal Beliefs and Values,Moral Beliefs,Moral Flexibility,Ethical Dilemma Resolution,,Feelings of worth specifically related to one's physical appearance and abilities.
Self-Concept and Identity,Personal Beliefs and Values,Cultural Values,,,,Perception of one's physical and athletic ability and its impact on self-esteem.
Self-Concept and Identity,Personal Beliefs and Values,Cultural Values,Traditional vs. Modern Values,,,Belief in one's physical stamina and endurance abilities.
Self-Concept and Identity,Personal Beliefs and Values,Cultural Values,Traditional vs. Modern Values,Generational Value Conflicts,,Acceptance and appreciation of one's body and its capabilities as part of self-esteem.
Self-Concept and Identity,Personal Beliefs and Values,Cultural Values,Individualism vs. Collectivism,,,Appreciation of the body's functional abilities beyond appearance.
Self-Concept and Identity,Personal Beliefs and Values,Cultural Values,Individualism vs. Collectivism,Individual Initiative,,The belief in one's capabilities to organize and execute the courses of action required to manage prospective situations.
Self-Concept and Identity,Personal Beliefs and Values,Cultural Values,Individualism vs. Collectivism,Individual Initiative,Self-Reliance in Decision Making,Belief in one's ability to perform specific tasks.
Self-Concept and Identity,Personal Beliefs and Values,Cultural Values,Individualism vs. Collectivism,Community Service and Responsibility,,Confidence in one's ability to solve problems and overcome challenges.
Self-Concept and Identity,Personal Beliefs and Values,Cultural Values,Individualism vs. Collectivism,Community Service and Responsibility,Social Responsibility Development,Belief in one's ability to develop and apply effective strategies for problem-solving.
Self-Concept and Identity,Role Identity,,,,,Belief in one's ability to adeptly use and manage technology and technological tasks.
Self-Concept and Identity,Role Identity,Family Role Identity,,,,Confidence in one's ability to learn and use various digital tools and platforms.
Self-Concept and Identity,Role Identity,Family Role Identity,Parental Role Perception,,,Belief in one's ability to engage in social interactions effectively.
Self-Concept and Identity,Role Identity,Family Role Identity,Parental Role Perception,Parenting Stress Management,,Confidence in one's ability to manage and resolve interpersonal conflicts.
Self-Concept and Identity,Role Identity,Family Role Identity,Sibling Relationship Dynamics,,,Ability to regulate one's emotions during disagreements or conflicts.
Self-Concept and Identity,Role Identity,Family Role Identity,Sibling Relationship Dynamics,Sibling Rivalry Mitigation,,Belief in one's ability to empathize and communicate feelings and thoughts effectively in social contexts.
Self-Concept and Identity,Role Identity,Occupational Role Identity,,,,Confidence in one's ability to listen actively and understand others' perspectives.
Self-Concept and Identity,Role Identity,Occupational Role Identity,Career Aspirations and Expectations,,,"The dimensions that encompass an individual's guiding principles, ethics, and moral compass that shape their behavior and decisions."
Self-Concept and Identity,Role Identity,Occupational Role Identity,Career Aspirations and Expectations,Professional Growth Mindset,,"Beliefs about what is right and wrong, ethically and morally."
Self-Concept and Identity,Role Identity,Occupational Role Identity,Work-Life Balance Perception,,,The commitment to act ethically and morally despite personal risk or opposition.
Self-Concept and Identity,Role Identity,Occupational Role Identity,Work-Life Balance Perception,Flexible Work Arrangements,,Willingness to advocate for ethical standards in challenging situations.
Self-Concept and Identity,Role Identity,Occupational Role Identity,Work-Life Balance Perception,Flexible Work Arrangements,Remote Work Productivity,The ability to adapt beliefs and principles to new ethical challenges while maintaining one's value system.
Self-Concept and Identity,Role Identity,Occupational Role Identity,Work-Life Balance Perception,Burnout and Coping Mechanisms,,Skills in resolving complex ethical dilemmas while adhering to personal values.
Self-Concept and Identity,Role Identity,Occupational Role Identity,Work-Life Balance Perception,Burnout and Coping Mechanisms,Resilience Building Techniques,Principles and standards rooted in cultural norms that guide behavior and judgment.
Self-Concept and Identity,Body Image,,,,,The degree to which individuals adhere to traditional cultural norms versus embracing modern values.
Self-Concept and Identity,Body Image,Perceptual Body Image,,,,Conflicts arising from differing values among different generations within a culture.
Self-Concept and Identity,Body Image,Perceptual Body Image,Body Perception Accuracy,,,Beliefs about the importance of individual goals and rights versus the collective good and responsibilities.
Self-Concept and Identity,Body Image,Perceptual Body Image,Body Perception Accuracy,Mirror Exposure Techniques,,The value placed on personal initiative and self-reliance.
Self-Concept and Identity,Body Image,Affective Body Image,,,,Confidence in making decisions independently while considering collective outcomes.
Self-Concept and Identity,Body Image,Affective Body Image,Body Satisfaction,,,The commitment to serve and contribute to the welfare of the community.
Self-Concept and Identity,Body Image,Affective Body Image,Body Satisfaction,Self-Compassion Exercises,,Cultivation of an individual's sense of responsibility toward society and community welfare.
Self-Concept and Identity,Body Image,Affective Body Image,Body Dysmorphic Concerns,,,"How individuals perceive and define themselves in the context of roles they play in social settings, such as family roles, occupational roles, and roles within friendships and social groups."
Self-Concept and Identity,Body Image,Affective Body Image,Body Dysmorphic Concerns,Appearance Anxiety,,"The roles and responsibilities one identifies with within a family context, such as being a parent, child, or sibling."
Self-Concept and Identity,Body Image,Affective Body Image,Body Dysmorphic Concerns,Appearance Anxiety,Social Anxiety Linked to Appearance,How individuals perceive their role and success as parents.
Self-Concept and Identity,Body Image,Affective Body Image,Body Dysmorphic Concerns,Cosmetic Alteration Consideration,,Ability to manage stress associated with parenting duties.
Self-Concept and Identity,Body Image,Affective Body Image,Body Dysmorphic Concerns,Cosmetic Alteration Consideration,Risk and Benefit Evaluation of Cosmetic Procedures,Perceptions and experiences within sibling relationships and roles.
Self-Concept and Identity,Cultural and Social Identity,,,,,Approaches to minimize rivalry and enhance cooperation among siblings.
Self-Concept and Identity,Cultural and Social Identity,Ethnic Identity,,,,How individuals see themselves in their professional and career roles.
Self-Concept and Identity,Cultural and Social Identity,Ethnic Identity,Acculturation,,,The goals and ambitions individuals have in their professional lives and how they align with their role identity.
Self-Concept and Identity,Cultural and Social Identity,Ethnic Identity,Acculturation,Cultural Adaptation Strategies,,Commitment to continuous professional development and learning.
Self-Concept and Identity,Cultural and Social Identity,Ethnic Identity,Acculturation,Cultural Adaptation Strategies,Bicultural Integration Skills,How individuals manage and perceive their roles and responsibilities between work and personal life.
Self-Concept and Identity,Cultural and Social Identity,Ethnic Identity,Ethnic Pride and Belonging,,,Perceptions on the availability and effectiveness of flexible work options.
Self-Concept and Identity,Cultural and Social Identity,Ethnic Identity,Ethnic Pride and Belonging,Cultural Celebration Participation,,Belief in one's ability to maintain productivity in remote or flexible work settings.
Self-Concept and Identity,Cultural and Social Identity,Ethnic Identity,Ethnic Pride and Belonging,Cultural Celebration Participation,Inclusion of Multicultural Perspectives,How individuals perceive and manage burnout in their occupational roles.
Self-Concept and Identity,Cultural and Social Identity,Social Group Identity,,,,Strategies employed to build resilience against occupational stress.
Self-Concept and Identity,Cultural and Social Identity,Social Group Identity,Peer Group Identification,,,"An individual's perceptions, thoughts, and feelings about their physical appearance and how they believe others perceive their body."
Self-Concept and Identity,Cultural and Social Identity,Social Group Identity,Peer Group Identification,Peer Influence Awareness,,"How one sees their own body, which may differ from actual appearance."
Self-Concept and Identity,Cultural and Social Identity,Social Group Identity,Peer Group Identification,Peer Influence Awareness,Resistant Behavior Towards Peer Pressure,Level of accuracy between how one perceives their body and their actual physical state.
Self-Concept and Identity,Cultural and Social Identity,Social Group Identity,Community Involvement,,,Activities involving exposure to one's reflection to improve perception accuracy.
Self-Concept and Identity,Cultural and Social Identity,Social Group Identity,Community Involvement,Volunteerism,,The feelings one has about their body's appearance and function.
Self-Concept and Identity,Cultural and Social Identity,Social Group Identity,Community Involvement,Volunteerism,Long-term Impact of Volunteering,The degree of satisfaction with one's body regardless of actual appearance.
