level_0,level_1,level_2,level_3,level_4,level_5,description
Adaptive Functioning and Life Skills,Household Management,Budgeting and Financial Management,,,Skills related to maintaining oral health through regular tooth brushing and flossing.,
Adaptive Functioning and Life Skills,Household Management,Budgeting and Financial Management,Expense Tracking,,The ability to effectively use dental floss for thorough cleaning between teeth.,
Adaptive Functioning and Life Skills,Household Management,Budgeting and Financial Management,Expense Tracking,Expense Categorization,Choosing appropriate floss types for different dental needs and situations.,
Adaptive Functioning and Life Skills,Household Management,Saving Strategies,,,"The ability to dress oneself independently, including choosing appropriate clothing and managing fasteners like buttons and zippers.",
Adaptive Functioning and Life Skills,Household Management,Saving Strategies,Goal-Based Saving,,"Skills related to choosing appropriate clothing based on weather, occasion, and personal preference.",
Motivation and Goal-Directed Behavior,,,,,Understanding and selecting clothing that suits different seasons and weather conditions.,
Motivation and Goal-Directed Behavior,Intrinsic Motivation,,,,Methods for effectively layering clothing for warmth and style.,
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy,,,"The ability to handle various clothing fasteners such as buttons, zippers, and snaps.",
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy,Self-Determination,,Using alternative fasteners for individuals with dexterity or coordination challenges.,
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Autonomy,Volitional Engagement,,"Skills related to personal grooming, such as hair care and nail care.",
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Mastery,,,"The ability to wash, dry, and style hair independently.",
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Mastery,Skill Development,,Creating hairstyles that minimize damage and promote hair health and growth.,
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Mastery,Challenge Seeking,,Skills related to maintaining clean and trimmed nails.,
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Mastery,Challenge Seeking,Flow Experience,"Techniques to avoid nail and finger injuries during care, such as safe clipping methods.",
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Mastery,Challenge Seeking,Growth Mindset,"Capabilities involving cleaning, organizing, budgeting, and maintaining a living space.",
Motivation and Goal-Directed Behavior,Extrinsic Motivation,,,,Skills related to maintaining the cleanliness and organization of living spaces.,
Motivation and Goal-Directed Behavior,Extrinsic Motivation,External Regulation,,,The ability to create and follow a schedule for cleaning tasks to maintain an organized environment.,
Motivation and Goal-Directed Behavior,Extrinsic Motivation,External Regulation,Compliance,,Using digital tools to manage cleaning schedules efficiently.,
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Introjected Regulation,,,Skills related to identifying and removing unnecessary items to maintain an organized space.,
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Introjected Regulation,Ego Involvement,,The skill to decide on keeping or discarding items based on sentimental value.,
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Introjected Regulation,Ego Involvement,Perfectionism,Methods for assessing the true sentimental value of possessions for better decluttering decisions.,
Motivation and Goal-Directed Behavior,Self-Regulation,,,,"The ability to plan, monitor, and control personal or household financial resources.",
Motivation and Goal-Directed Behavior,Self-Regulation,Cognitive Regulation,,,The ability to document and review personal or household expenses regularly.,
Motivation and Goal-Directed Behavior,Self-Regulation,Cognitive Regulation,Metacognition,,Techniques for effectively categorizing expenses to track spending habits.,
Motivation and Goal-Directed Behavior,Self-Regulation,Cognitive Regulation,Metacognition,Self-Monitoring,Following societal and cultural expectations and rules in various contexts.,
Motivation and Goal-Directed Behavior,Self-Regulation,Cognitive Regulation,Metacognition,Cognitive Flexibility,The capacity to switch between thinking about different concepts or to think about multiple concepts simultaneously.,
Motivation and Goal-Directed Behavior,Self-Regulation,Emotional Regulation in Goal Pursuit,,,Skills related to developing and maintaining strategies for personal or household savings.,
Motivation and Goal-Directed Behavior,Self-Regulation,Emotional Regulation in Goal Pursuit,Positive Reappraisal,,Establishing and maintaining savings goals for short- and long-term needs.,
Motivation and Goal-Directed Behavior,Self-Regulation,Emotional Regulation in Goal Pursuit,Positive Reappraisal,Mood Maintenance,"The capacity and processes by which individuals set goals, maintain the motivation to pursue them, and engage in behaviors aimed at achieving those goals.",
Motivation and Goal-Directed Behavior,Self-Regulation,Emotional Regulation in Goal Pursuit,Positive Reappraisal,Mood Maintenance,Affective Forecasting,"The drive to engage in activities for their own sake, deriving satisfaction from the activity itself rather than from external rewards."
Motivation and Goal-Directed Behavior,Persistence,,,,The ability to make logical conclusions and predictions based on text.,
Motivation and Goal-Directed Behavior,Persistence,Resilience,,,"The ability to make one's own decisions and govern oneself independently, playing a crucial role in intrinsic motivation.",
Motivation and Goal-Directed Behavior,Persistence,Resilience,Adaptive Coping,,The drive stemming from a sense of control over one's life and actions.,
Motivation and Goal-Directed Behavior,Persistence,Resilience,Adaptive Coping,Problem-Focused Coping,The level of engagement in activities that are freely chosen.,
Motivation and Goal-Directed Behavior,Persistence,Resilience,Adaptive Coping,Emotion-Focused Coping,Strategies to deal with emotional stress and difficulties.,
Motivation and Goal-Directed Behavior,Persistence,Resilience,Adaptive Coping,Emotion-Focused Coping,Mindfulness,"The drive to develop competence and understanding in areas of interest, reflecting a desire for growth and personal development."
Motivation and Goal-Directed Behavior,Persistence,Delayed Gratification,,,The process of learning and refining skills in a specific domain.,
Motivation and Goal-Directed Behavior,Persistence,Delayed Gratification,Future Orientation,,The preference for engaging in tasks that provide a moderate level of difficulty to stimulate learning and growth.,
Motivation and Goal-Directed Behavior,Persistence,Delayed Gratification,Future Orientation,Longitudinal Planning,"The state of being fully immersed and focused in an activity, often leading to enhanced performance and satisfaction.",
Motivation and Goal-Directed Behavior,Persistence,Delayed Gratification,Future Orientation,Longitudinal Planning,Continuous Improvement,The belief that abilities and intelligence can be developed through effort and dedication.
Motivation and Goal-Directed Behavior,Goal Setting,,,,Establishing objectives and determining steps to achieve them.,
Motivation and Goal-Directed Behavior,Goal Setting,Short-term Planning,,,"The drive to perform activities due to external rewards or pressures, such as money, grades, or praise.",
Motivation and Goal-Directed Behavior,Goal Setting,Short-term Planning,Task Prioritization,,Behavior motivated by external demands or rewards.,
Motivation and Goal-Directed Behavior,Goal Setting,Short-term Planning,Task Prioritization,Time Management,Behavior that conforms to external rules and demands for the sake of receiving rewards or avoiding punishment.,
Motivation and Goal-Directed Behavior,Goal Setting,Short-term Planning,Task Prioritization,Time Management,Procrastination Management,"Behavior driven by internal pressures, where individuals engage in actions driven by self-imposed pressures and internal rewards."
Motivation and Goal-Directed Behavior,Goal Setting,Long-term Planning,,,Actions are undertaken with the intent to maintain self-esteem or to avoid guilt.,
Motivation and Goal-Directed Behavior,Goal Setting,Long-term Planning,Strategic Visioning,,"The pursuit of flawlessness, often driven by internal standards and pressures.",
Motivation and Goal-Directed Behavior,Goal Setting,Long-term Planning,Strategic Visioning,Scenario Planning,Preparing for potential emotional reactions in various scenarios.,
Motivation and Goal-Directed Behavior,Goal Setting,Long-term Planning,Strategic Visioning,Scenario Planning,Risk Management,"The ability to manage one's emotions, thoughts, and behaviors in pursuit of long-term goals."
Self-Concept and Identity,,,,,"The mechanisms involved in managing focus, problem-solving, and learning strategies to support goal attainment.",
Self-Concept and Identity,Self-Esteem,,,,"The awareness and understanding of one's own thought processes, facilitating strategic thinking and learning.",
Self-Concept and Identity,Self-Esteem,Global Self-Esteem,,,The process of observing and regulating one's own cognitive processes and strategies.,
Self-Concept and Identity,Self-Esteem,Global Self-Esteem,Stable Self-Esteem,,The ability to adapt thinking and behavior in response to changing goals and environmental stimuli.,
Self-Concept and Identity,Self-Esteem,Global Self-Esteem,Variable Self-Esteem,,The ability to modulate emotional responses during the pursuit of goals.,
Self-Concept and Identity,Self-Esteem,Global Self-Esteem,Variable Self-Esteem,Momentary Self-Esteem,Reframing a situation to focus on positive aspects as a way to regulate emotional responses during goal pursuit.,
Self-Concept and Identity,Self-Esteem,Global Self-Esteem,Variable Self-Esteem,Contextual Self-Esteem,Strategies aimed at sustaining a positive mood to enhance goal-directed activities.,
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,,,Predicting future emotional states and using this information to guide decision-making and goal-setting.,
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Academic Self-Esteem,,"The capacity to maintain action in the face of obstacles, sustaining effort over time to achieve a goal.",
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Academic Self-Esteem,Subject-Specific Self-Esteem,The capacity to recover quickly from difficulties and maintain persistent effort.,
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Academic Self-Esteem,Peer Comparison Self-Esteem,The use of strategies to adapt to stressors and maintain goal-directed behavior.,
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Social Self-Esteem,,Strategies aimed at tackling the problem directly to mitigate its impact.,
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Social Self-Esteem,Social Anxiety Influence,Strategies aimed at managing emotional responses rather than changing the problem itself.,
Self-Concept and Identity,Self-Esteem,Domain-Specific Self-Esteem,Social Self-Esteem,Peer Acceptance Self-Esteem,"Practice of maintaining a non-judgmental state of heightened awareness of one's thoughts, emotions, or experiences as a way to reduce emotional stress.",
Self-Concept and Identity,Self-Efficacy,,,,The ability to resist the temptation for an immediate reward and wait for a later reward.,
Self-Concept and Identity,Self-Efficacy,General Self-Efficacy,,,Placing emphasis on long-term rather than short-term outcomes when pursuing goals.,
Self-Concept and Identity,Self-Efficacy,General Self-Efficacy,Problem-Solving Self-Efficacy,,In-depth planning that accounts for long-term timelines and future contingencies.,
Self-Concept and Identity,Self-Efficacy,General Self-Efficacy,Problem-Solving Self-Efficacy,Logical Reasoning Self-Efficacy,"Ongoing efforts to improve products, services, or processes over time, aligning actions with long-term goals.",
Self-Concept and Identity,Self-Efficacy,General Self-Efficacy,Problem-Solving Self-Efficacy,Creative Thinking Self-Efficacy,The process of establishing objectives or goals and developing plans to achieve them. It includes the ability to plan and prioritize effectively.,
Self-Concept and Identity,Self-Efficacy,Task-Specific Self-Efficacy,,,The capacity to set and work towards goals that are achievable in the near future.,
Self-Concept and Identity,Self-Efficacy,Task-Specific Self-Efficacy,Health-Related Self-Efficacy,,The ability to organize tasks in order of importance to effectively achieve short-term goals.,
Self-Concept and Identity,Self-Efficacy,Task-Specific Self-Efficacy,Health-Related Self-Efficacy,Physical Activity Self-Efficacy,Effective scheduling and management of time to enhance productivity and achieve goals.,
Self-Concept and Identity,Self-Efficacy,Task-Specific Self-Efficacy,Health-Related Self-Efficacy,Dietary Self-Efficacy,Techniques and strategies used to overcome procrastination and enhance task completion.,
Self-Concept and Identity,Self-Efficacy,Task-Specific Self-Efficacy,Communication Self-Efficacy,,The ability to set and pursue goals that require extended effort and time to achieve.,
Self-Concept and Identity,Self-Efficacy,Task-Specific Self-Efficacy,Communication Self-Efficacy,Public Speaking Self-Efficacy,The capacity to envisage future achievements and formulate strategies to realize them.,
Self-Concept and Identity,Self-Efficacy,Task-Specific Self-Efficacy,Communication Self-Efficacy,Interpersonal Communication Self-Efficacy,The process of visualizing potential future scenarios to better prepare strategies.,
Self-Concept and Identity,Personal Values,,,,"The identification, assessment, and prioritization of risks, coupled with the coordinated application of resources to minimize, control, and monitor the probability and impact of events.",
Self-Concept and Identity,Personal Values,Moral Values,,,"Refers to the understanding and perception of oneself, encompassing a range of aspects including self-esteem, self-efficacy, and personal values. It involves the awareness of one's own identity, both in terms of internal self-perception and external recognition by others.",
Self-Concept and Identity,Personal Values,Moral Values,Altruistic Values,,Reflects a person's overall subjective emotional evaluation of their own worth.,
Self-Concept and Identity,Personal Values,Moral Values,Justice Values,,The overall value one places on themselves as a person.,
Self-Concept and Identity,Personal Values,Moral Values,Justice Values,Legal Justice Values,Consistent self-worth unaffected by situational changes.,
Self-Concept and Identity,Personal Values,Moral Values,Justice Values,Distributive Justice Values,Fluctuating self-worth influenced by circumstances and experiences.,
Self-Concept and Identity,Personal Values,Aesthetic Values,,,Instantaneous changes in self-esteem in response to specific events.,
Self-Concept and Identity,Personal Values,Aesthetic Values,Artistic Preferences,,Shifts in self-esteem based on different environments or situations.,
Self-Concept and Identity,Personal Values,Aesthetic Values,Natural Appreciation Values,,"Evaluation of one's worth in specific areas such as academics, athletics, or social skills.",
Self-Concept and Identity,Personal Values,Aesthetic Values,Natural Appreciation Values,Environmental Conservation Values,Evaluation of self-worth based on academic performance.,
Self-Concept and Identity,Personal Values,Aesthetic Values,Natural Appreciation Values,Wilderness Experience Values,"Perceived competence and value in specific academic subjects, such as math or literature.",
Self-Concept and Identity,Identity Exploration,,,,Self-worth assessment based on academic standing relative to peers.,
Self-Concept and Identity,Identity Exploration,Vocational Exploration,,,Evaluation of self-worth based on social interactions and acceptance.,
Self-Concept and Identity,Identity Exploration,Vocational Exploration,Skill Development,,Creating hairstyles that minimize damage and promote hair health and growth.,
Self-Concept and Identity,Identity Exploration,Vocational Exploration,Skill Development,Technical Skill Acquisition,Impact of social anxiety on perception of social worth.,
Self-Concept and Identity,Identity Exploration,Vocational Exploration,Skill Development,Soft Skill Enhancement,Self-esteem derived from being accepted and valued by peers.,
Self-Concept and Identity,Identity Exploration,Career Values Exploration,,,Denotes an individual's belief in their capacity to execute behaviors necessary to produce specific performance attainments.,
Self-Concept and Identity,Identity Exploration,Career Values Exploration,Work-Life Balance Values,,Belief in one's overall ability to succeed in various tasks and challenges.,
Self-Concept and Identity,Identity Exploration,Career Values Exploration,Career Advancement Values,,Confidence in one's ability to solve problems and overcome obstacles.,
Self-Concept and Identity,Relational Exploration,,,,Confidence in one's ability to use logical reasoning in problem-solving contexts.,
Self-Concept and Identity,Relational Exploration,Family Role Exploration,,,Belief in one's ability to apply creative thinking processes effectively.,
Self-Concept and Identity,Relational Exploration,Family Role Exploration,Parental Role Understanding,,Belief in one's ability to succeed in a specific task or activity.,
Self-Concept and Identity,Relational Exploration,Family Role Exploration,Sibling Role Dynamics,,Confidence in managing one's health-related behaviors and actions.,
Self-Concept and Identity,Friendship Dynamics Exploration,,,,Belief in one's ability to engage in and maintain regular physical activity.,
Self-Concept and Identity,Friendship Dynamics Exploration,Trust Building in Friendships,,,Confidence in one's ability to adhere to healthy eating practices.,
Self-Concept and Identity,Friendship Dynamics Exploration,Conflict Resolution in Friendships,,,Belief in one's ability to communicate effectively in different contexts.,
