level_1,level_2,level_3,level_4,level_5,description
Adaptive Functioning and Life Skills,Social Problem Solving,Conflict Resolution,Negotiation Skills,,The ability to plan and follow travel routes to reach destinations
Adaptive Functioning and Life Skills,Social Problem Solving,Decision Making,,,The ability to follow safety rules and protocols while using various forms of transportation
Adaptive Functioning and Life Skills,Social Problem Solving,Decision Making,Option Analysis,,The ability to identify and access appropriate community services and resources
Adaptive Functioning and Life Skills,Social Problem Solving,Decision Making,Consequence Consideration,,The ability to locate and access needed community services and facilities
Motivation and Goal-Directed Behavior,,,,,The ability to effectively use and maintain relationships with community resources
Motivation and Goal-Directed Behavior,Intrinsic Motivation,,,,The understanding and application of safety principles in various environments and situations
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Interest-Based Motivation,,,The ability to identify potential hazards and dangerous situations
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Interest-Based Motivation,Novelty Seeking,,The ability to identify physical dangers in various environments
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Interest-Based Motivation,Novelty Seeking,Exploratory Behavior,The ability to recognize potentially dangerous social situations or interactions
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Interest-Based Motivation,Novelty Seeking,Information Seeking,The ability to respond appropriately to emergency situations and seek help when needed
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Interest-Based Motivation,Flow Experience,,The ability to follow established emergency procedures and protocols
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Interest-Based Motivation,Flow Experience,Task Immersion,The ability to identify when and how to seek appropriate assistance in emergencies
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Interest-Based Motivation,Flow Experience,Time Perception,"The ability to plan, organize, and efficiently use time to complete tasks and meet obligations"
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Value-Based Motivation,,,The ability to create and follow daily and weekly schedules
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Value-Based Motivation,Personal Values Alignment,,The ability to maintain and use a calendar system for appointments and deadlines
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Value-Based Motivation,Personal Values Alignment,Value Recognition,The ability to establish and maintain regular daily routines
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Value-Based Motivation,Personal Values Alignment,Value-Action Congruence,The ability to prioritize activities and manage multiple responsibilities
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Value-Based Motivation,Purpose-Driven Engagement,,The ability to break down and organize complex tasks into manageable steps
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Value-Based Motivation,Purpose-Driven Engagement,Life Mission Clarity,The ability to accurately estimate time needed for various activities
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Value-Based Motivation,Purpose-Driven Engagement,Purpose Integration,"The ability to understand and manage personal finances, including budgeting and basic monetary transactions"
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Competence-Based Motivation,,,The ability to understand currency values and complete basic financial transactions
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Competence-Based Motivation,Mastery Orientation,,The ability to identify and understand different denominations of money
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Competence-Based Motivation,Mastery Orientation,Skill Development Focus,The ability to complete purchases and handle change accurately
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Competence-Based Motivation,Mastery Orientation,Learning Process Appreciation,The ability to plan and track income and expenses
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Competence-Based Motivation,Challenge Seeking,,The ability to monitor and record spending patterns
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Competence-Based Motivation,Challenge Seeking,Optimal Challenge Selection,The ability to plan for future expenses and savings goals
Motivation and Goal-Directed Behavior,Intrinsic Motivation,Competence-Based Motivation,Challenge Seeking,Growth Mindset Expression,The ability to set and work towards long-term financial goals and retirement planning
Motivation and Goal-Directed Behavior,Extrinsic Motivation,,,,The ability to establish and maintain emergency savings for unexpected expenses
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Reward-Driven Behavior,,,The ability to identify and effectively resolve interpersonal and practical problems in daily life
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Reward-Driven Behavior,Material Reward Sensitivity,,The ability to address and resolve interpersonal conflicts constructively
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Reward-Driven Behavior,Material Reward Sensitivity,Immediate Reward Processing,The ability to understand and consider others' viewpoints in conflicts
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Reward-Driven Behavior,Material Reward Sensitivity,Long-term Reward Evaluation,The ability to work towards mutually acceptable solutions in disagreements
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Reward-Driven Behavior,Achievement Recognition,,The ability to evaluate options and make appropriate choices in social situations
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Reward-Driven Behavior,Achievement Recognition,Performance Recognition Response,The ability to identify and evaluate different possible solutions
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Reward-Driven Behavior,Achievement Recognition,Achievement Status Valuation,The ability to anticipate and weigh potential outcomes of different choices
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Social Recognition,,,"The ability to initiate and sustain goal-directed behavior, including intrinsic and extrinsic motivation, persistence, and the capacity to work towards both short-term and long-term objectives."
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Social Recognition,Peer Approval Seeking,,"The drive to engage in activities for their inherent satisfaction or personal meaning, rather than external rewards or pressures."
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Social Recognition,Peer Approval Seeking,Social Validation Response,"Engagement driven by personal interests, curiosity, and enjoyment of the activity itself."
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Social Recognition,Peer Approval Seeking,Group Status Motivation,The drive to explore and engage with new experiences and information.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Social Recognition,Authority Recognition,,The ability to understand and fulfill one's role within the family system
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Social Recognition,Authority Recognition,Authority Figure Response,The active pursuit and investigation of novel stimuli or situations.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Social Recognition,Authority Recognition,Expert Validation Seeking,The drive to acquire new knowledge and understanding.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Consequence Avoidance,,,The capacity to become deeply absorbed in engaging activities that match skill level.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Consequence Avoidance,Punishment Sensitivity,,The ability to maintain focused engagement in an activity.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Consequence Avoidance,Punishment Sensitivity,Threat Detection,The altered experience of time during deeply engaging activities.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Consequence Avoidance,Punishment Sensitivity,Punishment Anticipation,"Engagement based on personal values, beliefs, and sense of meaning or purpose."
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Consequence Avoidance,Social Disapproval Avoidance,,The degree to which activities align with core personal values and beliefs.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Consequence Avoidance,Social Disapproval Avoidance,Social Criticism Sensitivity,The ability to identify and articulate personal values.
Motivation and Goal-Directed Behavior,Extrinsic Motivation,Consequence Avoidance,Social Disapproval Avoidance,Reputation Management,The alignment between stated values and actual behavior.
Motivation and Goal-Directed Behavior,Goal Setting and Planning,,,,Motivation derived from connection to meaningful life goals and broader purpose.
Motivation and Goal-Directed Behavior,Goal Setting and Planning,Goal Identification,,,The degree of clarity about one's broader life purpose and meaning.
Motivation and Goal-Directed Behavior,Goal Setting and Planning,Goal Identification,Goal Prioritization,,The ability to connect daily activities to broader life purpose.
Motivation and Goal-Directed Behavior,Goal Setting and Planning,Goal Identification,Goal Prioritization,Priority Assessment,Engagement driven by the desire to develop skills and master challenges.
Motivation and Goal-Directed Behavior,Goal Setting and Planning,Goal Identification,Goal Prioritization,Resource Allocation Decision,Focus on developing competence and improving skills for their own sake.
Motivation and Goal-Directed Behavior,Goal Setting and Planning,Goal Identification,Goal Specificity,,The emphasis on improving abilities rather than demonstrating them.
Motivation and Goal-Directed Behavior,Goal Setting and Planning,Goal Identification,Goal Specificity,Outcome Definition,The value placed on the learning journey rather than just outcomes.
Motivation and Goal-Directed Behavior,Goal Setting and Planning,Goal Identification,Goal Specificity,Success Criteria Formation,The tendency to pursue activities that stretch current abilities and promote growth.
Motivation and Goal-Directed Behavior,Goal Setting and Planning,Strategy Development,,,The ability to choose tasks that provide appropriate level of challenge.
Motivation and Goal-Directed Behavior,Goal Setting and Planning,Strategy Development,Resource Planning,,The belief in ability to develop skills through effort and practice.
Motivation and Goal-Directed Behavior,Goal Setting and Planning,Strategy Development,Resource Planning,Resource Assessment,"The drive to engage in activities for external rewards, recognition, or to avoid negative consequences."
Motivation and Goal-Directed Behavior,Goal Setting and Planning,Strategy Development,Resource Planning,Resource Acquisition Planning,Engagement motivated by tangible rewards or positive outcomes.
Motivation and Goal-Directed Behavior,Goal Setting and Planning,Strategy Development,Timeline Management,,"Responsiveness to concrete rewards such as money, prizes, or privileges."
Motivation and Goal-Directed Behavior,Goal Setting and Planning,Strategy Development,Timeline Management,Time Estimation,The ability to accurately estimate time needed for task completion
Motivation and Goal-Directed Behavior,Goal Setting and Planning,Strategy Development,Timeline Management,Sequential Planning,The ability to arrange steps in logical order to reach goals
Motivation and Goal-Directed Behavior,Goal Setting and Planning,Progress Monitoring,,,"Response to direct, tangible rewards."
Motivation and Goal-Directed Behavior,Goal Setting and Planning,Progress Monitoring,Self-Assessment,,Ability to assess and work towards delayed material benefits.
Motivation and Goal-Directed Behavior,Goal Setting and Planning,Progress Monitoring,Self-Assessment,Progress Evaluation,Motivation driven by formal acknowledgment of accomplishments.
Motivation and Goal-Directed Behavior,Goal Setting and Planning,Progress Monitoring,Self-Assessment,Performance Analysis,Reaction to formal acknowledgment of achievement.
Motivation and Goal-Directed Behavior,Goal Setting and Planning,Progress Monitoring,Adaptive Strategy Adjustment,,Importance placed on formal markers of success.
Motivation and Goal-Directed Behavior,Goal Setting and Planning,Progress Monitoring,Adaptive Strategy Adjustment,Strategy Assessment,"Engagement motivated by praise, acknowledgment, or status from others."
Motivation and Goal-Directed Behavior,Goal Setting and Planning,Progress Monitoring,Adaptive Strategy Adjustment,Approach Modification,Motivation driven by desire for acceptance and approval from peers.
Motivation and Goal-Directed Behavior,Persistence and Effort,,,,Reaction to peer approval or disapproval.
Motivation and Goal-Directed Behavior,Persistence and Effort,Task Endurance,,,Drive to maintain or improve social standing within peer groups.
Motivation and Goal-Directed Behavior,Persistence and Effort,Task Endurance,Mental Stamina,,Motivation driven by validation from authority figures or experts.
Motivation and Goal-Directed Behavior,Persistence and Effort,Task Endurance,Mental Stamina,Cognitive Endurance,Reaction to feedback from those in positions of authority.
Motivation and Goal-Directed Behavior,Persistence and Effort,Task Endurance,Mental Stamina,Fatigue Management,Drive to obtain recognition from respected experts or mentors.
Motivation and Goal-Directed Behavior,Persistence and Effort,Task Endurance,Monotony Tolerance,,Engagement motivated by the desire to avoid negative outcomes or punishment.
Motivation and Goal-Directed Behavior,Persistence and Effort,Task Endurance,Monotony Tolerance,Routine Task Engagement,Degree of responsiveness to potential negative consequences or sanctions.
Motivation and Goal-Directed Behavior,Persistence and Effort,Task Endurance,Monotony Tolerance,Boredom Management,Ability to identify potential negative consequences.
Motivation and Goal-Directed Behavior,Persistence and Effort,Resilience,,,Emotional and behavioral response to potential sanctions.
Motivation and Goal-Directed Behavior,Persistence and Effort,Resilience,Setback Recovery,,Motivation to avoid negative social judgment or criticism.
Motivation and Goal-Directed Behavior,Persistence and Effort,Resilience,Setback Recovery,Emotional Recovery,The ability to reframe situations and experiences to modify emotional responses.
Motivation and Goal-Directed Behavior,Persistence and Effort,Resilience,Setback Recovery,Motivation Renewal,Emotional response to negative social feedback.
Motivation and Goal-Directed Behavior,Persistence and Effort,Resilience,Obstacle Navigation,,Efforts to maintain positive social image.
Motivation and Goal-Directed Behavior,Persistence and Effort,Resilience,Obstacle Navigation,Problem-Solving Flexibility,"The ability to establish meaningful goals, create plans to achieve them, and adjust strategies as needed."
Motivation and Goal-Directed Behavior,Persistence and Effort,Resilience,Obstacle Navigation,Resource Adaptation,The ability to recognize and establish meaningful personal and practical objectives.
Motivation and Goal-Directed Behavior,Persistence and Effort,Effort Management,,,The ability to rank and select goals based on importance and feasibility.
Motivation and Goal-Directed Behavior,Persistence and Effort,Effort Management,Energy Distribution,,The ability to evaluate relative importance of different goals.
Motivation and Goal-Directed Behavior,Persistence and Effort,Effort Management,Energy Distribution,Task Prioritization,The ability to determine task importance and urgency
Motivation and Goal-Directed Behavior,Persistence and Effort,Effort Management,Energy Distribution,Energy Conservation,The ability to distribute resources based on goal priorities.
Motivation and Goal-Directed Behavior,Persistence and Effort,Effort Management,Effort Intensity Control,,"The ability to define clear, concrete, and measurable objectives."
Motivation and Goal-Directed Behavior,Persistence and Effort,Effort Management,Effort Intensity Control,Effort Calibration,The ability to clearly articulate desired end results.
Motivation and Goal-Directed Behavior,Persistence and Effort,Effort Management,Effort Intensity Control,Energy Modulation,The ability to establish measurable indicators of goal achievement.
Motivation and Goal-Directed Behavior,Reward Processing,,,,The ability to identify basic and complex emotions from facial expressions.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Anticipation,,,The capacity to create actionable plans and identify steps needed to achieve goals.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Anticipation,Delayed Reward Valuation,,The ability to identify and allocate necessary resources for goal achievement.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Anticipation,Delayed Reward Valuation,Temporal Discounting Control,The ability to evaluate available and needed resources.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Anticipation,Delayed Reward Valuation,Future Reward Visualization,The ability to plan how to obtain necessary resources.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Anticipation,Reward Probability Assessment,,The ability to establish realistic timeframes and sequence steps appropriately.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Anticipation,Reward Probability Assessment,Probability Estimation,The ability to predict required time for task completion.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Anticipation,Reward Probability Assessment,Risk-Reward Analysis,The ability to organize tasks in optimal order.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Response,,,"The ability to track progress, evaluate outcomes, and adjust approaches as needed."
Motivation and Goal-Directed Behavior,Reward Processing,Reward Response,Achievement Satisfaction,,The ability to accurately evaluate one's own performance and progress.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Response,Achievement Satisfaction,Success Recognition,The ability to measure advancement toward goals.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Response,Achievement Satisfaction,Emotional Reward Processing,The ability to assess quality and effectiveness of efforts.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Response,Reward Magnitude Sensitivity,,The ability to modify approaches based on progress evaluation.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Response,Reward Magnitude Sensitivity,Reward Scale Discrimination,The ability to evaluate effectiveness of current approaches.
Motivation and Goal-Directed Behavior,Reward Processing,Reward Response,Reward Magnitude Sensitivity,Response Calibration,The ability to adjust strategies based on assessment.
Motivation and Goal-Directed Behavior,Reward Processing,Feedback Integration,,,"The pattern and quality of sleep-wake cycles, including the ability to initiate and maintain appropriate sleep patterns."
Motivation and Goal-Directed Behavior,Reward Processing,Feedback Integration,Performance Attribution,,"The capacity to maintain focus and effort towards goals despite challenges, setbacks, or competing demands."
Motivation and Goal-Directed Behavior,Reward Processing,Feedback Integration,Performance Attribution,Causal Analysis,"The ability to sustain effort over time, even during challenging or monotonous tasks."
Motivation and Goal-Directed Behavior,Reward Processing,Feedback Integration,Performance Attribution,Attribution Accuracy,The ability to maintain cognitive effort over extended periods.
Motivation and Goal-Directed Behavior,Reward Processing,Feedback Integration,Behavioral Adjustment,,The ability to stop an already initiated action
Motivation and Goal-Directed Behavior,Reward Processing,Feedback Integration,Behavioral Adjustment,Learning Integration,The ability to sustain mental focus and processing.
Motivation and Goal-Directed Behavior,Reward Processing,Feedback Integration,Behavioral Adjustment,Strategy Refinement,The ability to cope with mental exhaustion.
Self-Concept and Identity,,,,,The ability to persist in repetitive or routine tasks.
Self-Concept and Identity,Personal Identity,,,,The ability to maintain focus during repetitive activities.
Self-Concept and Identity,Personal Identity,Core Values and Beliefs,,,The ability to cope with lack of stimulation.
Self-Concept and Identity,Personal Identity,Core Values and Beliefs,Moral Values,,The capacity to recover from setbacks and maintain commitment to goals despite obstacles.
Self-Concept and Identity,Personal Identity,Core Values and Beliefs,Moral Values,Ethical Decision Making,The ability to bounce back and re-engage after failures or disappointments.
Self-Concept and Identity,Personal Identity,Core Values and Beliefs,Moral Values,Social Justice Values,The ability to manage negative emotions after setbacks.
Self-Concept and Identity,Personal Identity,Core Values and Beliefs,Moral Values,Personal Integrity,The ability to rebuild drive after disappointments.
Self-Concept and Identity,Personal Identity,Core Values and Beliefs,Personal Philosophy,,The ability to find alternative paths when faced with barriers to goals.
Self-Concept and Identity,Personal Identity,Core Values and Beliefs,Religious/Spiritual Beliefs,,The ability to generate alternative solutions.
Self-Concept and Identity,Personal Identity,Personality Traits,,,The ability to adjust resource use when faced with limitations.
Self-Concept and Identity,Personal Identity,Personality Traits,Temperament,,The ability to regulate and allocate energy and resources effectively across different goals and tasks.
Self-Concept and Identity,Personal Identity,Personality Traits,Character Strengths,,The ability to balance effort across multiple tasks and responsibilities.
Self-Concept and Identity,Personal Identity,Personality Traits,Behavioral Patterns,,The ability to allocate energy based on task importance.
Self-Concept and Identity,Personal Identity,Life Narrative,,,The ability to preserve resources for essential tasks.
Self-Concept and Identity,Personal Identity,Life Narrative,Autobiographical Memory,,Memory for personal life events and experiences
Self-Concept and Identity,Personal Identity,Life Narrative,Life Transitions,,The ability to modulate level of effort based on task demands.
Self-Concept and Identity,Personal Identity,Life Narrative,Future Aspirations,,The ability to match effort level to task requirements.
Self-Concept and Identity,Social Identity,,,,The ability to adjust intensity of effort as needed.
Self-Concept and Identity,Social Identity,Cultural Identity,,,"The ability to anticipate, experience, and learn from rewards and feedback in pursuit of goals."
Self-Concept and Identity,Social Identity,Cultural Identity,Ethnic/Racial Identity,,The ability to forecast and mentally represent future rewards or positive outcomes.
Self-Concept and Identity,Social Identity,Cultural Identity,National/Geographic Identity,,The ability to maintain motivation for future rewards versus immediate gratification.
Self-Concept and Identity,Social Identity,Cultural Identity,Cultural Practices,,The ability to resist devaluing future rewards.
Self-Concept and Identity,Social Identity,Role Identity,,,The ability to mentally represent future positive outcomes.
Self-Concept and Identity,Social Identity,Role Identity,Family Roles,,The ability to evaluate likelihood of reward attainment.
Self-Concept and Identity,Social Identity,Role Identity,Occupational Identity,,The ability to assess chances of success.
Self-Concept and Identity,Social Identity,Role Identity,Community Roles,,The ability to weigh potential benefits against uncertainty.
Self-Concept and Identity,Social Identity,Group Affiliation,,,The capacity to experience satisfaction and pleasure from achieving goals or receiving rewards.
Self-Concept and Identity,Social Identity,Group Affiliation,Peer Group Identity,,The degree of positive emotional response to goal completion.
Self-Concept and Identity,Social Identity,Group Affiliation,Social Organization Membership,,The ability to acknowledge and appreciate achievements.
Self-Concept and Identity,Social Identity,Group Affiliation,Online Community Identity,,The capacity to experience positive emotions from success.
Self-Concept and Identity,Self-Evaluation,,,,The ability to differentiate and respond proportionally to varying reward levels.
Self-Concept and Identity,Self-Evaluation,Self-Esteem,,,The ability to distinguish between different levels of reward.
Self-Concept and Identity,Self-Evaluation,Self-Esteem,Global Self-Worth,,The ability to match emotional response to reward size.
Self-Concept and Identity,Self-Evaluation,Self-Esteem,Domain-Specific Self-Esteem,,The ability to learn from and adjust behavior based on rewards and feedback received.
Self-Concept and Identity,Self-Evaluation,Self-Esteem,Domain-Specific Self-Esteem,Academic Self-Esteem,The ability to accurately identify factors contributing to success or failure.
Self-Concept and Identity,Self-Evaluation,Self-Esteem,Domain-Specific Self-Esteem,Social Self-Esteem,The ability to identify true causes of outcomes.
Self-Concept and Identity,Self-Evaluation,Self-Esteem,Domain-Specific Self-Esteem,Physical Self-Esteem,The ability to make realistic attributions about performance.
Self-Concept and Identity,Self-Evaluation,Self-Esteem,Contingent Self-Worth,,The ability to modify future behavior based on past reward experiences.
Self-Concept and Identity,Self-Evaluation,Self-Efficacy,,,The ability to incorporate feedback into future behavior.
Self-Concept and Identity,Self-Evaluation,Self-Efficacy,Task-Specific Confidence,,The ability to improve approaches based on past outcomes.
Self-Concept and Identity,Self-Evaluation,Self-Efficacy,Coping Self-Efficacy,,"An individual's overall perception, understanding, and evaluation of themselves, including their characteristics, abilities, values, and role in society."
Self-Concept and Identity,Self-Evaluation,Self-Efficacy,Social Self-Efficacy,,"The individual's sense of who they are as a unique person, including their traits, values, beliefs, and life experiences."
Self-Concept and Identity,Self-Evaluation,Self-Image,,,"The fundamental principles, moral standards, and belief systems that guide an individual's behavior and decision-making."
Self-Concept and Identity,Self-Evaluation,Self-Image,Physical Self-Image,,"Individual's principles regarding right and wrong, ethical standards, and moral reasoning."
Self-Concept and Identity,Self-Evaluation,Self-Image,Social Self-Image,,Process of applying moral principles to make choices in complex situations.
Self-Concept and Identity,Self-Evaluation,Self-Image,Ideal Self-Image,,"Beliefs about fairness, equality, and social responsibility."
Self-Concept and Identity,Identity Development,,,,Commitment to acting in accordance with one's moral principles.
Self-Concept and Identity,Identity Development,Identity Exploration,,,"Individual's fundamental beliefs about life, meaning, and purpose that shape their worldview."
Self-Concept and Identity,Identity Development,Identity Exploration,Value Exploration,,"Individual's connection to and beliefs about spirituality, religion, or existential matters."
Self-Concept and Identity,Identity Development,Identity Exploration,Role Experimentation,,"Enduring patterns of thinking, feeling, and behaving that characterize an individual's unique psychological makeup."
Self-Concept and Identity,Identity Development,Identity Exploration,Interest Development,,Biologically-based emotional and behavioral tendencies that appear early in life.
Self-Concept and Identity,Identity Development,Identity Commitment,,,Positive personality attributes and virtues that contribute to personal growth and well-being.
Self-Concept and Identity,Identity Development,Identity Commitment,Value Commitment,,Consistent ways of responding to various situations and interactions in daily life.
Self-Concept and Identity,Identity Development,Identity Commitment,Role Commitment,,"The individual's understanding and integration of their personal history, experiences, and life story into their sense of self."
Self-Concept and Identity,Identity Development,Identity Commitment,Goal Commitment,,Personal memories and recollections that contribute to one's life story and identity.
Self-Concept and Identity,Identity Development,Identity Integration,,,Significant changes and turning points that have shaped personal development and identity.
Self-Concept and Identity,Identity Development,Identity Integration,Identity Coherence,,"Goals, dreams, and plans that contribute to one's evolving life narrative."
Self-Concept and Identity,Identity Development,Identity Integration,Identity Flexibility,,"How individuals understand and express themselves in relation to social groups, cultural contexts, and interpersonal relationships."
Self-Concept and Identity,Identity Development,Identity Integration,Identity Authenticity,,"The sense of belonging and connection to cultural groups, including ethnic, racial, religious, and national identities."
